sourcemmsi,altitude,speedoverground,courseoverground,lon,lat,ts
2115,943,222,281.8,-3.0043533,46.860394,1443688426
2115,946,224,281.8,-3.4032917,46.91752,1443688694
2115,945,224,281.7,-3.4181416,46.91963,1443688704
2115,946,223,281.7,-3.4314966,46.92152,1443688713
2115,946,223,281.7,-3.4462566,46.923615,1443688724
2115,947,215,282.5,-3.83874,46.980625,1443688995
2115,950,214,282.6,-3.8670716,46.984936,1443689015
2115,950,215,282.6,-3.8798332,46.98688,1443689026
2115,951,202,126.3,-3.97706,46.98946,1443689324
2115,950,202,125.9,-3.967105,46.984516,1443689334
2115,947,204,125.3,-3.6295366,46.820175,1443689634
111224102,1500,160,293.5,-8.431316,45.46187,1443898591
111224102,1499,160,293.7,-8.450673,45.467815,1443898611
111224102,1499,160,293.9,-8.469932,45.473854,1443898631
111224102,1500,160,294,-8.4786,45.476555,1443898641
111224102,1499,160,293.4,-8.498914,45.48284,1443898661
111224102,1499,160,293.6,-8.508575,45.48581,1443898671
111224102,1501,160,293.6,-8.518217,45.488766,1443898681
111224102,1499,160,293.7,-8.52884,45.492073,1443898692
111224102,1499,160,293.7,-8.536587,45.494465,1443898700
111224102,1499,160,293.7,-8.536587,45.494465,1443898701
111224102,1499,160,293.6,-8.547203,45.49776,1443898711
111224102,1499,160,293.6,-8.547203,45.49776,1443898712
111224102,1501,159,293.4,-8.556855,45.500698,1443898721
111224102,1501,159,293.4,-8.556855,45.500698,1443898721
111224102,1499,160,293.7,-8.56651,45.503654,1443898731
111224102,1498,160,293.5,-8.576179,45.506626,1443898741
111224102,1499,160,293.8,-8.5868,45.50991,1443898752
111224102,1498,160,294.2,-8.594492,45.512333,1443898760
111224102,1499,159,293.9,-8.624238,45.521687,1443898791
111224102,1499,159,293.9,-8.633839,45.52466,1443898801
111224102,1499,160,293.6,-8.644484,45.52794,1443898811
111224102,1498,161,293.2,-8.652275,45.530308,1443898820
111224102,1498,161,293.1,-8.66303,45.533512,1443898831
111224102,1497,161,293.7,-8.683492,45.53981,1443898852
111224102,1492,159,275.6,-8.703406,45.544548,1443898871
111224102,1496,156,250.1,-8.712505,45.54322,1443898881
111224102,1504,156,203.4,-8.7316885,45.526253,1443898912
111224102,1500,158,202.1,-8.735238,45.520187,1443898921
111224102,1498,159,202.2,-8.743092,45.50657,1443898941
111224102,1500,160,208.4,-8.844916,45.368687,1443899152
111224102,1500,160,208.3,-8.858916,45.35036,1443899180
111224102,1500,160,208.3,-8.864903,45.3425,1443899191
111224102,1500,160,208.3,-8.8744335,45.33005,1443899211
111224102,1501,160,208.1,-8.888885,45.31106,1443899241
2115,320,171,350.4,-3.402895,47.554096,1444660396
2115,325,172,335.1,-3.4096067,47.56927,1444660416
2115,320,175,325.1,-3.4157984,47.57614,1444660426
2115,345,163,69.8,-3.560495,47.73304,1444660697
2115,272,132,69.1,-3.533135,47.739548,1444660725
2115,1402,144,131.8,-3.3345218,47.7276,1444751762
2115,1508,145,132.1,-3.3263984,47.722668,1444751773
2115,1607,145,132.5,-3.318965,47.718113,1444751783
2115,1822,133,131.4,-3.305675,47.709972,1444751802
2115,1969,137,130.7,-3.29176,47.70186,1444751822
2115,2046,140,131.5,-3.2838383,47.697166,1444751833
2115,2118,142,131.4,-3.27653,47.692818,1444751843
2115,2177,146,131.2,-3.269805,47.688835,1444751852
2115,2251,149,131.5,-3.261405,47.683834,1444751864
2115,2505,158,131.5,-3.23745,47.669647,1444751893
2115,2505,158,131.5,-3.23745,47.669647,1444751894
2115,2606,159,131.2,-3.2292533,47.66479,1444751903
2115,2606,159,131.2,-3.2292533,47.66479,1444751903
2115,2707,160,132.4,-3.221955,47.66032,1444751912
2115,2707,160,132.4,-3.221955,47.66032,1444751913
2115,2825,160,131.6,-3.2129984,47.65489,1444751923
2115,2825,160,131.6,-3.2129984,47.65489,1444751923
2115,3030,163,131.7,-3.1963584,47.64492,1444751943
2115,3133,164,131.8,-3.1879866,47.639862,1444751953
2115,3233,165,131.6,-3.1795633,47.63479,1444751963
2115,3318,167,131.4,-3.1718566,47.63019,1444751972
2115,3421,168,131.7,-3.1623933,47.6245,1444751983
2115,3506,169,131.8,-3.1546216,47.61981,1444751992
2115,3610,170,131.7,-3.1450634,47.614048,1444752003
2115,3701,172,131.4,-3.1362667,47.608795,1444752014
2115,3783,173,131.5,-3.128275,47.604,1444752022
2115,3872,175,132.9,-3.11942,47.59858,1444752032
2115,3971,178,138.7,-3.1102917,47.591995,1444752043
2115,4053,180,139.4,-3.1030834,47.58632,1444752052
2115,4094,181,139.4,-3.0942266,47.579346,1444752063
2115,4094,182,140,-3.08619,47.572906,1444752073
2115,4094,183,140.1,-3.07894,47.567074,1444752082
2115,4094,184,139.7,-3.07085,47.56056,1444752092
2115,4094,186,139.8,-3.0618317,47.55334,1444752103
2115,4094,187,139.8,-3.0544283,47.5474,1444752112
2115,4094,189,139.8,-3.0452266,47.540035,1444752123
2115,4094,191,140,-3.0368884,47.5333,1444752133
2115,4094,193,139.6,-3.0292118,47.527195,1444752142
2115,4094,194,139.9,-3.0113118,47.512802,1444752164
2115,4094,194,139.6,-3.00361,47.506645,1444752172
2115,4094,195,139.5,-2.9940884,47.499084,1444752184
2115,4094,197,139.6,-2.9853916,47.492146,1444752193
2115,4094,201,139.5,-2.9774067,47.485813,1444752202
2115,4094,205,139.9,-2.9684334,47.478626,1444752212
2115,4094,208,140,-2.9584334,47.470554,1444752223
2115,4094,209,140,-2.95018,47.46388,1444752232
2115,4094,210,140,-2.94007,47.455704,1444752243
2115,4094,209,139.7,-2.9308734,47.4483,1444752253
2115,4094,209,139.5,-2.9225767,47.441673,1444752262
2115,4094,210,139.3,-2.9132416,47.43429,1444752272
2115,4094,212,139.5,-2.9029083,47.426094,1444752284
2115,4094,213,139.7,-2.8944483,47.41933,1444752292
2115,4094,214,139.9,-2.8840783,47.41101,1444752303
2115,4094,217,139.7,-2.8746083,47.403393,1444752313
2115,4094,227,139.8,-2.8647432,47.395493,1444752324
2115,4094,240,140.2,-2.8554482,47.387962,1444752332
2115,4094,251,140.4,-2.8436067,47.378254,1444752343
2115,4094,259,140.2,-2.8335366,47.37003,1444752352
2115,4094,266,140.1,-2.8208666,47.35971,1444752363
2115,4094,270,139.2,-2.8089616,47.35026,1444752373
2115,4094,274,139.3,-2.79684,47.340668,1444752384
2115,4094,278,139.5,-2.7857966,47.331898,1444752392
2115,4094,283,139.9,-2.77221,47.320957,1444752403
2115,4094,285,139.5,-2.7609217,47.311943,1444752412
2115,4094,288,139.7,-2.747025,47.300816,1444752423
2115,4094,289,139.7,-2.7355883,47.291653,1444752432
2115,4094,291,140.1,-2.721615,47.280327,1444752443
2115,4094,292,140.1,-2.7101517,47.271008,1444752452
2115,4094,293,140,-2.696065,47.25958,1444752463
2115,4094,294,139.8,-2.684495,47.250225,1444752472
2115,4094,294,139.8,-2.6715784,47.239815,1444752482
2115,4094,295,139.8,-2.65865,47.229385,1444752492
2115,4094,295,140,-2.6444483,47.21789,1444752503
2115,4094,295,140,-2.6328433,47.208485,1444752512
2115,4094,295,139.8,-2.61862,47.197,1444752523
2115,4094,296,139.8,-2.6069567,47.1876,1444752532
2115,4094,296,139.9,-2.5940266,47.177124,1444752542
2115,4094,296,140,-2.5810983,47.16664,1444752552
2115,4094,296,139.9,-2.5668633,47.155106,1444752563
2115,4094,296,139.9,-2.555215,47.14566,1444752572
2115,4094,297,140,-2.5409884,47.13408,1444752584
2115,4094,298,140,-2.52931,47.124588,1444752592
2115,4094,299,140,-2.5163083,47.114006,1444752602
2115,4094,300,140.1,-2.503285,47.10337,1444752612
2115,4094,301,140.1,-2.4889233,47.091644,1444752624
2115,4094,301,140.1,-2.4758434,47.080967,1444752632
2115,4094,301,140.1,-2.46276,47.07028,1444752644
2115,4094,301,140.1,-2.450965,47.060646,1444752652
2115,4094,302,140.2,-2.4378834,47.04993,1444752662
2115,4094,302,140.3,-2.4248016,47.039192,1444752672
2115,4094,302,140.1,-2.4104116,47.02739,1444752683
2115,4094,302,140,-2.3973017,47.01668,1444752692
2115,4094,302,140.1,-2.3841984,47.005966,1444752703
2115,4094,302,140.3,-2.3724418,46.996296,1444752712
2115,4094,302,140.3,-2.3593783,46.985535,1444752722
2115,4094,302,140.2,-2.3462868,46.974773,1444752732
2115,4094,302,140.1,-2.3318667,46.96295,1444752743
2115,4094,302,140.1,-2.3187716,46.952217,1444752752
2115,4094,302,140.3,-2.30571,46.94148,1444752764
2115,4094,302,140.4,-2.29398,46.931793,1444752772
2115,4094,302,140.3,-2.2809467,46.921032,1444752782
2115,4094,302,140.1,-2.24039,46.88777,1444752812
2115,4094,302,140.1,-2.2142732,46.866314,1444752833
2115,4094,302,140.2,-2.1895216,46.84591,1444752852
2115,4094,301,140.2,-2.1752167,46.834114,1444752863
2115,4094,301,140.2,-2.1622317,46.823402,1444752872
2059,99,0,0,-4.4131684,48.446743,1444921091
2059,99,0,0,-4.41317,48.446743,1444921100
2059,99,0,0,-4.41317,48.446754,1444921119
2059,127,98,70.9,-4.3969817,48.452732,1445332499
2059,164,105,71.5,-4.390135,48.45422,1445332509
2059,210,105,69.8,-4.383907,48.45569,1445332518
2059,252,96,26.9,-4.3787265,48.45917,1445332529
2059,283,98,355.2,-4.378538,48.46409,1445332540
2059,314,98,350.2,-4.3795333,48.46813,1445332549
2059,337,102,347,-4.380978,48.472706,1445332559
2059,366,104,347.6,-4.3825784,48.477375,1445332569
2059,394,105,350.8,-4.3837085,48.48171,1445332578
2059,424,109,347.4,-4.3852468,48.487087,1445332589
2059,452,110,348.4,-4.387018,48.49258,1445332599
2059,467,113,349.9,-4.388285,48.49718,1445332609
2059,465,120,350.8,-4.3896933,48.50256,1445332619
2059,464,126,351.6,-4.3909864,48.50827,1445332629
2059,472,126,4.6,-4.3914466,48.514088,1445332639
2059,473,130,8.1,-4.3899584,48.519943,1445332649
2059,479,128,359.9,-4.389455,48.526535,1445332660
2059,476,125,356.1,-4.3899117,48.531788,1445332670
2059,474,125,357,-4.390402,48.537575,1445332679
2059,471,125,357.8,-4.39074,48.542786,1445332688
2059,470,124,358.8,-4.3910065,48.54915,1445332699
2059,471,124,357.1,-4.391325,48.55491,1445332709
2059,466,123,359.5,-4.3915567,48.561222,1445332720
2059,476,122,358.5,-4.3917165,48.566338,1445332729
2059,490,118,358.1,-4.3920035,48.57184,1445332739
2059,500,116,359.3,-4.3921266,48.576717,1445332749
2059,500,117,357,-4.3924365,48.58264,1445332760
2059,521,115,357.6,-4.3928785,48.588043,1445332769
2059,557,107,354.9,-4.393395,48.59362,1445332780
2059,581,106,347.5,-4.3946,48.598,1445332789
2059,588,110,346.3,-4.3963866,48.602917,1445332799
2059,593,112,345.9,-4.398093,48.607407,1445332808
2059,581,119,346,-4.4002767,48.613186,1445332820
2059,583,120,347.1,-4.4021735,48.6186,1445332829
2059,595,119,347.3,-4.4041934,48.624546,1445332840
2059,605,119,345.2,-4.4060483,48.629368,1445332849
2059,606,121,346.6,-4.408065,48.63477,1445332859
2059,609,122,347.8,-4.409725,48.639736,1445332868
2059,608,123,347.5,-4.411772,48.645844,1445332879
2059,594,127,349.8,-4.4134517,48.651573,1445332889
2059,587,128,350.5,-4.41509,48.658,1445332900
2059,588,126,351.7,-4.4162965,48.66324,1445332909
2059,598,123,0.1,-4.4170384,48.66896,1445332919
2059,600,119,25.4,-4.4148765,48.673725,1445332928
2059,587,123,56.1,-4.40769,48.67848,1445332940
2059,585,126,73.9,-4.4003983,48.680386,1445332949
2059,578,128,81.8,-4.3906865,48.68151,1445332960
2059,583,127,83.2,-4.382728,48.682167,1445332969
2059,589,124,81.5,-4.374035,48.682938,1445332979
2059,582,126,78.3,-4.3662634,48.68396,1445332988
2059,580,126,77.2,-4.3559117,48.685448,1445333000
2059,576,126,75.2,-4.348212,48.68672,1445333009
2059,572,127,71.3,-4.339773,48.68852,1445333019
2059,573,126,71.1,-4.331415,48.69039,1445333029
2059,577,124,71.1,-4.3231735,48.692253,1445333039
2059,570,125,71.2,-4.3157134,48.693943,1445333049
2059,569,125,74.2,-4.3056335,48.695965,1445333060
2059,569,126,74.5,-4.2971783,48.697525,1445333070
2059,571,125,74,-4.2895365,48.698963,1445333079
2059,580,123,74.4,-4.2811766,48.700527,1445333089
2059,572,124,69.7,-4.2730083,48.702408,1445333099
2059,566,127,71.5,-4.26381,48.70459,1445333111
2059,571,126,78.2,-4.2552485,48.705997,1445333120
2059,570,126,78.6,-4.246595,48.70712,1445333130
2059,559,127,73.1,-4.2388716,48.70846,1445333140
2059,564,125,71.8,-4.230497,48.7103,1445333149
2059,565,124,74.4,-4.222125,48.71195,1445333159
2059,571,124,76.7,-4.2128415,48.71347,1445333170
2059,575,123,74.9,-4.20533,48.71478,1445333179
2059,576,124,79.3,-4.196037,48.71612,1445333190
2059,573,126,84.3,-4.188172,48.71678,1445333199
2059,571,128,83.7,-4.17928,48.71742,1445333208
2059,575,128,85.5,-4.1703615,48.71792,1445333219
2059,580,126,84.4,-4.16062,48.71851,1445333230
2059,577,127,84.5,-4.1526384,48.71903,1445333239
2059,575,127,83.5,-4.142872,48.719727,1445333250
2059,578,127,81.6,-4.134015,48.7205,1445333260
2059,580,126,81.7,-4.1261067,48.721275,1445333268
2059,581,127,84.2,-4.117275,48.721912,1445333279
2059,572,129,81.3,-4.1074715,48.72275,1445333290
2059,572,128,80.3,-4.0994735,48.723633,1445333299
2059,578,126,78.6,-4.08992,48.7249,1445333310
2059,573,126,79.6,-4.0812535,48.725983,1445333319
2059,568,127,76.1,-4.073438,48.72716,1445333329
2059,569,129,76.2,-4.0646715,48.728607,1445333339
2059,573,129,80,-4.054955,48.729866,1445333351
2059,574,127,77.9,-4.047042,48.730915,1445333359
2059,565,129,73.7,-4.038358,48.73247,1445333369
2059,546,133,74.3,-4.0286283,48.734333,1445333379
2059,510,139,78.6,-4.0202317,48.73565,1445333389
2059,461,146,81.5,-4.0102367,48.736614,1445333399
2059,416,142,68.9,-3.99067,48.74052,1445333419
2059,417,132,66.9,-3.9637516,48.747963,1445333449
2059,337,131,78.6,-3.8305516,48.769375,1445333600
2059,329,130,71.6,-3.8130417,48.77284,1445333620
2059,326,131,79.7,-3.7958517,48.775204,1445333639
2059,349,125,61.3,-3.5523667,48.82757,1445333930
2059,2548,160,239.3,-1.5752016,48.10877,1445351903
2059,2549,160,238.9,-1.59515,48.100735,1445351923
2059,2549,160,239.2,-1.6027533,48.097694,1445351931
2059,2489,174,239,-1.853435,47.997906,1445352192
2059,2440,179,239.4,-1.8744817,47.98947,1445352211
2059,2385,182,239.7,-1.8970883,47.98053,1445352232
2059,1680,179,241.9,-2.2056866,47.86939,1445352513
2059,317,139,308.1,-4.1452465,47.688892,1445355191
2059,313,138,308,-4.15348,47.693245,1445355202
2059,313,138,308,-4.15348,47.693245,1445355203
2059,311,137,308.7,-4.168335,47.70112,1445355222
2059,311,137,308.7,-4.168335,47.70112,1445355222
2059,312,137,308.2,-4.175727,47.70508,1445355231
2059,312,137,308.2,-4.175727,47.70508,1445355232
2059,313,136,306.6,-4.1984367,47.716473,1445355262
2059,316,136,306.9,-4.205207,47.719887,1445355271
2059,315,136,306.8,-4.2134385,47.724052,1445355282
2059,314,135,307.4,-4.2275634,47.731293,1445355301
2059,314,132,307.1,-4.2429266,47.739162,1445355322
2059,312,132,307.1,-4.24947,47.742508,1445355331
2059,313,133,307.9,-4.256688,47.746277,1445355341
2059,313,131,307.9,-4.2710133,47.753773,1445355361
2059,312,131,307.5,-4.2796,47.758224,1445355373
2059,314,130,307.2,-4.28675,47.761887,1445355383
2059,312,130,306.9,-4.292465,47.764793,1445355391
2059,314,131,307.8,-4.299578,47.7685,1445355401
2059,313,131,306.8,-4.307485,47.772503,1445355412
2059,315,130,306.9,-4.3139567,47.775753,1445355421
2059,313,129,306.4,-4.3297133,47.78364,1445355443
2059,314,128,306.6,-4.3424816,47.790054,1445355461
2059,315,128,306.6,-4.35027,47.793995,1445355471
2059,314,128,306.6,-4.35663,47.797157,1445355481
2059,314,127,306.6,-4.365065,47.801388,1445355493
2059,314,127,306.6,-4.365065,47.801388,1445355494
2059,314,126,314.3,-4.37173,47.80517,1445355503
2059,314,126,314.3,-4.37173,47.80517,1445355503
2059,315,125,318.4,-4.3768783,47.809048,1445355511
2059,315,125,318.4,-4.3768783,47.809048,1445355512
2059,313,125,317.4,-4.382105,47.812916,1445355521
2059,313,125,317.4,-4.382105,47.812916,1445355521
2059,313,125,316.9,-4.3885865,47.817574,1445355531
2059,313,125,316.9,-4.3885865,47.817574,1445355532
2059,314,125,316.6,-4.393915,47.82138,1445355541
2059,315,126,316.8,-4.40101,47.82647,1445355553
2059,312,126,316.3,-4.4069934,47.83072,1445355563
2059,314,126,316.1,-4.4123983,47.83451,1445355571
2059,314,127,316.6,-4.41779,47.83835,1445355581
2059,315,127,316.9,-4.4243717,47.84307,1445355591
2059,315,127,316.9,-4.42974,47.846943,1445355601
2059,316,126,317.1,-4.436865,47.852104,1445355613
2059,314,127,316.9,-4.44284,47.856415,1445355623
2059,315,127,316.8,-4.448235,47.86028,1445355631
2059,315,126,317,-4.4535985,47.864132,1445355641
2059,316,127,316.9,-4.4601617,47.868855,1445355652
2059,315,127,316.9,-4.4655533,47.872726,1445355661
2059,315,127,317.2,-4.47154,47.877052,1445355671
2059,313,128,312.1,-4.4777884,47.881233,1445355681
2059,315,128,311.5,-4.485095,47.88555,1445355692
2059,316,128,311.3,-4.49105,47.88906,1445355701
2059,316,127,311.5,-4.498315,47.893364,1445355712
2059,317,128,311.5,-4.504238,47.896904,1445355721
2059,316,127,311.4,-4.5108285,47.900806,1445355732
2059,316,127,311.7,-4.5173864,47.904713,1445355741
2059,315,126,311.7,-4.524588,47.908993,1445355751
2059,316,126,311.8,-4.53042,47.912518,1445355761
2059,316,126,311.4,-4.5376167,47.916786,1445355772
2059,318,126,311.5,-4.543463,47.92027,1445355781
2059,316,126,311.5,-4.549948,47.92415,1445355791
2059,316,126,311.5,-4.549948,47.92415,1445355792
2059,319,126,312,-4.5564117,47.92802,1445355801
2059,319,126,312,-4.5564117,47.92802,1445355802
2059,318,126,311.3,-4.56359,47.932285,1445355811
2059,318,126,311.3,-4.56359,47.932285,1445355812
2059,319,125,311.3,-4.5707564,47.936516,1445355823
2059,319,125,311.3,-4.5707564,47.936516,1445355823
2059,319,125,311.4,-4.576598,47.939972,1445355832
2059,319,125,311.4,-4.576598,47.939972,1445355833
2059,318,125,311.8,-4.58242,47.943474,1445355841
2059,321,125,311.9,-4.588875,47.947346,1445355851
2059,318,128,312.1,-4.595423,47.9513,1445355861
2059,321,127,312,-4.6025968,47.95566,1445355871
2059,320,129,311.8,-4.609865,47.960033,1445355883
2059,318,128,311.8,-4.6158085,47.96356,1445355892
2059,319,128,311.5,-4.62177,47.967102,1445355901
2059,319,129,311.8,-4.628415,47.971054,1445355911
2059,319,128,310.9,-4.6363835,47.97574,1445355923
2059,320,127,310.9,-4.6423817,47.97924,1445355931
2059,319,128,311.4,-4.6496935,47.98352,1445355943
2059,323,127,311.4,-4.6556435,47.987026,1445355952
2059,322,128,312.1,-4.6615868,47.99058,1445355961
2059,320,128,311,-4.668218,47.994495,1445355971
2059,318,127,318.2,-4.67591,47.99938,1445355983
2059,321,124,328.2,-4.680647,48.004234,1445355993
2059,321,124,326.7,-4.685325,48.00908,1445356003
2059,324,124,326.1,-4.6896267,48.0134,1445356012
2059,323,124,326.3,-4.693908,48.017704,1445356021
2059,321,124,326.2,-4.6986766,48.022472,1445356032
2059,321,123,326,-4.7043767,48.028187,1445356043
2059,323,123,325.7,-4.709183,48.032936,1445356054
2059,323,123,325.5,-4.713997,48.037647,1445356063
2059,321,123,325.7,-4.7183266,48.041885,1445356072
2059,319,123,330.7,-4.7224336,48.04625,1445356081
2059,320,122,337.6,-4.725772,48.051487,1445356091
2059,320,122,337.6,-4.725772,48.051487,1445356091
2059,322,123,337.6,-4.72968,48.0578,1445356103
2059,322,123,337.6,-4.72968,48.0578,1445356104
2059,319,123,348,-4.7318115,48.063305,1445356113
2059,322,123,347.7,-4.733265,48.067764,1445356121
2059,321,123,347.7,-4.735075,48.073326,1445356131
2059,321,123,347.7,-4.735075,48.073326,1445356132
2059,322,123,347.6,-4.736905,48.07888,1445356141
2059,321,123,347.4,-4.7389283,48.08499,1445356152
2059,320,123,347.7,-4.740575,48.09001,1445356161
2059,320,123,347.5,-4.7427435,48.09672,1445356173
2059,321,123,347.3,-4.7442365,48.10117,1445356182
2059,320,123,348,-4.746045,48.106754,1445356191
2059,321,123,350.9,-4.7476883,48.11236,1445356201
2059,320,124,353.6,-4.748745,48.11865,1445356212
2059,321,124,353.5,-4.74961,48.123787,1445356221
2059,321,123,353.3,-4.750787,48.130608,1445356233
2059,321,123,353.4,-4.751577,48.13513,1445356241
2059,320,123,354.4,-4.7524633,48.140827,1445356251
2059,321,123,353.6,-4.753373,48.14652,1445356261
2059,320,123,353,-4.754482,48.152756,1445356272
2059,321,123,353.4,-4.7553916,48.157852,1445356281
2059,321,123,353.4,-4.75657,48.16465,1445356293
2059,320,122,353.2,-4.757375,48.16916,1445356302
2059,319,123,353.4,-4.758342,48.174828,1445356311
2059,320,123,353.2,-4.7593465,48.180492,1445356321
2059,321,122,353,-4.760495,48.1867,1445356332
2059,320,123,353.2,-4.7614117,48.191803,1445356342
2059,320,123,353.1,-4.762445,48.19749,1445356351
2059,321,124,353,-4.763497,48.203182,1445356361
2059,321,124,353.6,-4.76448,48.2089,1445356371
2059,319,124,353,-4.765518,48.21461,1445356381
2059,320,124,353.3,-4.7666516,48.220867,1445356392
2059,320,124,353.3,-4.7666516,48.220867,1445356392
2059,320,123,353.4,-4.76756,48.225998,1445356401
2059,320,123,353.4,-4.76756,48.225998,1445356402
2059,319,123,353.4,-4.76855,48.23168,1445356411
2059,319,123,353.4,-4.76855,48.23168,1445356412
2059,321,123,353.7,-4.7695217,48.237354,1445356421
2059,321,123,353.4,-4.7705216,48.243034,1445356431
2059,322,123,353.7,-4.7714515,48.24874,1445356441
2059,320,123,353,-4.77258,48.25498,1445356452
2059,320,122,352.9,-4.773512,48.26005,1445356461
2059,320,122,353.2,-4.7745085,48.265682,1445356472
2059,322,122,354.1,-4.7754436,48.271328,1445356481
2059,321,124,353.9,-4.7763367,48.27702,1445356492
2059,321,124,353.6,-4.7772584,48.282764,1445356501
2059,321,123,2.9,-4.7777534,48.289055,1445356512
2059,322,122,7.9,-4.776933,48.294136,1445356521
2059,319,123,10.4,-4.7754216,48.29974,1445356531
2059,320,122,9.9,-4.773735,48.30588,1445356542
2059,317,121,10.5,-4.7720485,48.312,1445356553
2059,320,122,10.7,-4.7708035,48.316437,1445356561
2059,320,122,11,-4.7690415,48.322544,1445356572
2059,323,122,11,-4.7675834,48.32756,1445356581
2059,324,122,10.8,-4.765967,48.333115,1445356591
2059,324,122,10.5,-4.76426,48.33926,1445356602
2059,320,125,37,-4.76061,48.34498,1445356613
2059,325,125,54.1,-4.755245,48.34793,1445356621
2059,324,126,56.4,-4.74723,48.35148,1445356632
2059,324,127,55,-4.7399635,48.354782,1445356642
2059,324,126,52.9,-4.733597,48.357944,1445356651
2059,325,126,51.3,-4.726,48.361935,1445356662
2059,325,126,50.5,-4.71851,48.36599,1445356673
2059,324,125,49.5,-4.7131567,48.36899,1445356681
2059,321,126,49.5,-4.7058115,48.373165,1445356692
2059,321,126,49.5,-4.7058115,48.373165,1445356693
2059,322,124,49.4,-4.6992035,48.37694,1445356702
2059,322,124,49.4,-4.6992035,48.37694,1445356703
2059,322,124,49.4,-4.6932964,48.380314,1445356711
2059,322,124,49.4,-4.6932964,48.380314,1445356712
2059,321,124,49.3,-4.686095,48.384453,1445356722
2059,321,124,49.3,-4.686095,48.384453,1445356722
2059,323,124,49.5,-4.6788936,48.38858,1445356733
2059,321,125,49.3,-4.6736116,48.391605,1445356741
2059,323,125,49.3,-4.66633,48.395775,1445356752
2059,323,125,49.4,-4.6597085,48.39956,1445356762
2059,322,125,49.3,-4.6537685,48.402966,1445356772
2059,323,125,49.2,-4.646518,48.407127,1445356782
2059,321,125,49.5,-4.6392584,48.411266,1445356793
2059,322,124,49.5,-4.6339965,48.41427,1445356801
2059,322,124,49.3,-4.626818,48.418365,1445356812
2059,321,126,49.4,-4.620187,48.42217,1445356822
2059,323,125,49.7,-4.6141734,48.425545,1445356831
2059,323,125,49.8,-4.6068215,48.429665,1445356842
2059,319,130,75.6,-4.5982985,48.432667,1445356853
2059,323,136,108.8,-4.5809817,48.430874,1445356872
2059,322,134,111.4,-4.57218,48.428677,1445356882
2059,330,130,113,-4.564532,48.42658,1445356892
2059,320,126,114,-4.5556483,48.42398,1445356902
2059,316,119,97.7,-4.5466466,48.4226,1445356913
2059,309,116,91.7,-4.54015,48.422348,1445356921
2059,309,112,82.6,-4.5322366,48.422646,1445356931
2059,313,106,75.1,-4.524125,48.423836,1445356942
2059,313,105,70.1,-4.5178967,48.425266,1445356952
2059,316,103,71.4,-4.51034,48.426964,1445356962
2059,323,97,71.6,-4.503083,48.428516,1445356973
2059,332,94,68.5,-4.49815,48.429764,1445356982
2059,343,91,71.6,-4.492087,48.431274,1445356991
2059,323,88,73.3,-4.48563,48.432606,1445357002
2059,306,86,68.7,-4.480515,48.43384,1445357012
2059,284,83,71.8,-4.474447,48.43528,1445357022
2059,259,81,73.6,-4.46902,48.43641,1445357032
2059,238,79,71.3,-4.46426,48.43748,1445357042
2059,215,79,70.6,-4.459047,48.438667,1445357051
2059,184,80,71.2,-4.45324,48.440006,1445357062
2059,161,82,70.6,-4.448395,48.44113,1445357071
2059,136,80,71.3,-4.4425383,48.442467,1445357082
2059,98,88,251,-4.4231634,48.44681,1445418978
2059,127,94,250.9,-4.4298635,48.44528,1445418989
2059,162,99,251.8,-4.4356833,48.443993,1445418998
2059,206,102,254.4,-4.4431167,48.44252,1445419009
2059,261,97,258.9,-4.4491167,48.441475,1445419018
2059,327,95,286.2,-4.456927,48.44198,1445419030
2059,355,100,298.1,-4.4618936,48.443554,1445419038
2059,396,103,305.8,-4.468497,48.446358,1445419048
2059,439,108,321.7,-4.4737015,48.44988,1445419059
2059,473,116,341.6,-4.476975,48.454575,1445419069
2059,475,127,352.7,-4.478377,48.45966,1445419078
2059,475,134,357.4,-4.479095,48.467037,1445419090
2059,470,134,357.7,-4.4793835,48.472004,1445419098
2059,459,133,348.8,-4.48065,48.47875,1445419108
2059,458,130,343.5,-4.483055,48.48463,1445419119
2059,457,128,338.8,-4.486027,48.490265,1445419129
2059,460,126,337,-4.489072,48.49512,1445419138
2059,456,126,339.9,-4.492855,48.50166,1445419150
2059,455,126,339.7,-4.4953165,48.506054,1445419158
2059,454,127,344.8,-4.498285,48.512207,1445419168
2059,455,129,355.8,-4.499573,48.5181,1445419179
2059,449,132,1.5,-4.499493,48.524166,1445419189
2059,442,132,359.6,-4.4994817,48.530293,1445419199
2059,447,131,1.4,-4.4993935,48.537018,1445419209
2059,458,129,1.3,-4.4991965,48.541824,1445419218
2059,471,125,2.4,-4.4990916,48.54826,1445419228
2059,466,127,2.4,-4.49885,48.554085,1445419239
2059,458,128,355.7,-4.499055,48.560036,1445419249
2059,462,126,353.6,-4.4999485,48.56588,1445419259
2059,458,124,343.5,-4.501975,48.57212,1445419269
2059,467,120,338.6,-4.50435,48.57634,1445419278
2059,472,117,333,-4.508265,48.58175,1445419288
2059,460,119,329.9,-4.5121818,48.58658,1445419299
2059,439,119,312,-4.5182586,48.59113,1445419309
2059,449,116,307.6,-4.52404,48.594147,1445419319
2059,422,117,291.9,-4.5317383,48.597073,1445419329
2059,397,121,286.4,-4.53816,48.598312,1445419338
2059,375,123,288.3,-4.547098,48.60022,1445419348
